model_name,question_id,difficulty,result,efficiency_score,repetition_number
Qwen-3-Coder-30B,831,simple,correct,1.3996544063194274,10
Qwen-3-Coder-30B,831,simple,correct,1.7474703035635724,11
Qwen-3-Coder-30B,831,simple,correct,1.6487196323046618,12
Qwen-3-Coder-30B,831,simple,correct,1.550735477437048,13
Qwen-3-Coder-30B,831,simple,correct,1.579225352112676,14
Qwen-3-Coder-30B,831,simple,correct,1.3703610832497493,15
Qwen-3-Coder-30B,831,simple,correct,1.3779800606848722,16
Qwen-3-Coder-30B,831,simple,correct,1.4595833333333332,17
Qwen-3-Coder-30B,831,simple,correct,1.6643717728055079,18
Qwen-3-Coder-30B,831,simple,correct,1.553776888444222,19
Qwen-3-Coder-30B,831,simple,correct,1.3657505285412261,20
Qwen-3-Coder-30B,831,simple,correct,1.594298245614035,21
Qwen-3-Coder-30B,831,simple,correct,1.5698505523066926,22
Qwen-3-Coder-30B,831,simple,correct,1.4549854791868344,23
Qwen-3-Coder-30B,831,simple,correct,1.3894111825828797,24
Qwen-3-Coder-30B,831,simple,correct,1.3580829401539607,25
Qwen-3-Coder-30B,831,simple,correct,1.4122102364011935,26
Qwen-3-Coder-30B,831,simple,correct,1.0590097869890616,27
Qwen-3-Coder-30B,831,simple,correct,1.8019653920102543,28
Qwen-3-Coder-30B,831,simple,correct,1.4515352197471403,29
Qwen-3-Coder-30B,831,simple,correct,1.4336909871244634,30
Qwen-3-Coder-30B,831,simple,correct,1.2661570535093816,31
Qwen-3-Coder-30B,831,simple,correct,1.5277940315974254,32
Qwen-3-Coder-30B,831,simple,correct,1.4264226623213838,33
Qwen-3-Coder-30B,831,simple,correct,1.4462871287128714,34
Qwen-3-Coder-30B,831,simple,correct,1.5753838409262522,35
Qwen-3-Coder-30B,831,simple,correct,1.3983160621761659,36
Qwen-3-Coder-30B,831,simple,correct,1.328895463510848,37
Qwen-3-Coder-30B,831,simple,correct,1.3298076923076922,38
Qwen-3-Coder-30B,831,simple,correct,1.604691789368605,39
Qwen-3-Coder-30B,831,simple,correct,1.5857605177993528,40
Qwen-3-Coder-30B,831,simple,correct,1.6088709677419355,41
Qwen-3-Coder-30B,831,simple,correct,1.5818000994530084,42
Qwen-3-Coder-30B,831,simple,correct,1.1870721689810289,43
Qwen-3-Coder-30B,831,simple,correct,1.4152719665271967,44
Qwen-3-Coder-30B,831,simple,correct,0.4377404522848832,45
Qwen-3-Coder-30B,831,simple,correct,1.3453153988868274,46
Qwen-3-Coder-30B,831,simple,correct,1.4760825780463243,47
Qwen-3-Coder-30B,831,simple,correct,1.3405511811023623,48
Qwen-3-Coder-30B,831,simple,correct,1.4081810269799826,49
Qwen-3-Coder-30B,831,simple,correct,1.1686260747499562,50
Qwen-3-Coder-30B,554,simple,correct,2.274377399644442,1
Qwen-3-Coder-30B,554,simple,correct,1.106149725095494,2
Qwen-3-Coder-30B,554,simple,correct,1.1397496499740576,3
Qwen-3-Coder-30B,554,simple,correct,0.9304124409716491,4
Qwen-3-Coder-30B,554,simple,correct,1.146068736999446,5
Qwen-3-Coder-30B,554,simple,correct,1.1170486921768035,6
Qwen-3-Coder-30B,554,simple,correct,1.1018301649722582,7
Qwen-3-Coder-30B,554,simple,correct,1.0255687841161911,8
Qwen-3-Coder-30B,554,simple,correct,1.089547404222416,9
Qwen-3-Coder-30B,554,simple,correct,1.1406905779998617,10
Qwen-3-Coder-30B,554,simple,correct,1.1288438914654084,11
Qwen-3-Coder-30B,554,simple,correct,1.0228131364077577,12
Qwen-3-Coder-30B,554,simple,correct,1.1552532199971948,13
Qwen-3-Coder-30B,554,simple,correct,1.1348265945563392,14
Qwen-3-Coder-30B,554,simple,correct,1.125791411304619,15
Qwen-3-Coder-30B,554,simple,correct,1.1030194078585318,16
Qwen-3-Coder-30B,554,simple,correct,0.9894792338804866,17
Qwen-3-Coder-30B,554,simple,correct,1.0465544385385668,18
Qwen-3-Coder-30B,554,simple,correct,1.0800213640057004,19
Qwen-3-Coder-30B,554,simple,correct,1.0459281561625737,20
Qwen-3-Coder-30B,554,simple,correct,1.108347731080576,21
Qwen-3-Coder-30B,554,simple,correct,1.1343948284003755,22
Qwen-3-Coder-30B,554,simple,correct,1.1057762461803546,23
Qwen-3-Coder-30B,554,simple,correct,1.1720404278345589,24
Qwen-3-Coder-30B,554,simple,correct,1.0820058501492182,25
Qwen-3-Coder-30B,554,simple,correct,1.10129838117642,26
Qwen-3-Coder-30B,554,simple,correct,1.1299747830306501,27
Qwen-3-Coder-30B,554,simple,correct,1.0874764915501465,28
Qwen-3-Coder-30B,554,simple,correct,1.062020502899374,29
Qwen-3-Coder-30B,554,simple,correct,1.0872192306013286,30
Qwen-3-Coder-30B,554,simple,correct,1.1432158314647756,31
Qwen-3-Coder-30B,554,simple,correct,1.1052748580529919,32
Qwen-3-Coder-30B,554,simple,correct,1.0316697778758062,33
Qwen-3-Coder-30B,554,simple,correct,1.1318292591141137,34
Qwen-3-Coder-30B,554,simple,correct,1.1200048546507027,35
Qwen-3-Coder-30B,554,simple,correct,0.5211747133506128,36
Qwen-3-Coder-30B,554,simple,correct,1.0981982587327337,37
Qwen-3-Coder-30B,554,simple,correct,1.1552430127349664,38
Qwen-3-Coder-30B,554,simple,correct,1.0104054182168813,39
Qwen-3-Coder-30B,554,simple,correct,1.0216547348683103,40
Qwen-3-Coder-30B,554,simple,correct,1.0491333327212802,41
Qwen-3-Coder-30B,554,simple,correct,1.0271672582076308,42
Qwen-3-Coder-30B,554,simple,correct,0.9850309100833884,43
Qwen-3-Coder-30B,554,simple,correct,1.1127781433300648,44
Qwen-3-Coder-30B,554,simple,correct,1.0805865730874638,45
Qwen-3-Coder-30B,554,simple,correct,1.1319863033081472,46
Qwen-3-Coder-30B,554,simple,correct,1.049506987096485,47
Qwen-3-Coder-30B,554,simple,correct,1.165162300604871,48
Qwen-3-Coder-30B,554,simple,correct,0.9677212923829082,49
Qwen-3-Coder-30B,554,simple,correct,1.0928285690900534,50
Qwen-3-Coder-30B,542,simple,correct,9.671577668322955,1
Qwen-3-Coder-30B,542,simple,correct,1.197889641137682,2
Qwen-3-Coder-30B,542,simple,correct,0.9178088616518101,3
Qwen-3-Coder-30B,542,simple,correct,1.0892274014564791,4
Qwen-3-Coder-30B,542,simple,correct,1.0369165325145178,5
Qwen-3-Coder-30B,542,simple,correct,0.5435520196049668,6
Qwen-3-Coder-30B,542,simple,correct,0.8755544483562007,7
Qwen-3-Coder-30B,542,simple,correct,1.008177689885007,8
Qwen-3-Coder-30B,542,simple,correct,1.091167249227927,9
Qwen-3-Coder-30B,542,simple,correct,1.0762200097927208,10
Qwen-3-Coder-30B,542,simple,correct,1.1539306840411188,11
Qwen-3-Coder-30B,542,simple,correct,1.21296181036962,12
Qwen-3-Coder-30B,542,simple,correct,1.0617255230385088,13
Qwen-3-Coder-30B,542,simple,correct,0.9905930992619572,14
Qwen-3-Coder-30B,542,simple,correct,0.7075163664941547,15
Qwen-3-Coder-30B,542,simple,correct,0.9929517696262771,16
Qwen-3-Coder-30B,542,simple,correct,0.9808098944102963,17
Qwen-3-Coder-30B,542,simple,correct,1.0843008717983376,18
Qwen-3-Coder-30B,542,simple,correct,1.1469685457524572,19
Qwen-3-Coder-30B,542,simple,correct,1.0872549297084426,20
Qwen-3-Coder-30B,542,simple,correct,1.1527266509568386,21
Qwen-3-Coder-30B,542,simple,correct,1.2588051878384192,22
Qwen-3-Coder-30B,542,simple,correct,1.0407060108109405,23
Qwen-3-Coder-30B,542,simple,correct,1.1481163916899018,24
Qwen-3-Coder-30B,542,simple,correct,1.0958576258922732,25
Qwen-3-Coder-30B,542,simple,correct,1.2307276434149932,26
Qwen-3-Coder-30B,542,simple,correct,1.0592436070140407,27
Qwen-3-Coder-30B,542,simple,correct,1.1928688632768718,28
Qwen-3-Coder-30B,542,simple,correct,1.1636939221175127,29
Qwen-3-Coder-30B,542,simple,correct,1.1726981038824518,30
Qwen-3-Coder-30B,542,simple,correct,1.190343481497877,31
Qwen-3-Coder-30B,542,simple,correct,1.1145007522430876,32
Qwen-3-Coder-30B,542,simple,correct,1.099196129666715,33
Qwen-3-Coder-30B,542,simple,correct,1.1398719528690373,34
Qwen-3-Coder-30B,542,simple,correct,1.120382741077763,35
Qwen-3-Coder-30B,542,simple,correct,1.156927658121579,36
Qwen-3-Coder-30B,542,simple,correct,1.0718204459249845,37
Qwen-3-Coder-30B,542,simple,correct,1.2042416162444878,38
Qwen-3-Coder-30B,542,simple,correct,1.1336148408976001,39
Qwen-3-Coder-30B,542,simple,correct,1.0841628069386804,40
Qwen-3-Coder-30B,542,simple,correct,1.2081122365154993,41
Qwen-3-Coder-30B,542,simple,correct,1.2020381763554102,42
Qwen-3-Coder-30B,542,simple,correct,1.0895888826373834,43
Qwen-3-Coder-30B,542,simple,correct,1.1445149502966485,44
Qwen-3-Coder-30B,542,simple,correct,1.147736366929814,45
Qwen-3-Coder-30B,542,simple,correct,1.1897297332949321,46
Qwen-3-Coder-30B,542,simple,correct,1.1476458728901295,47
Qwen-3-Coder-30B,542,simple,correct,1.1915037751947624,48
Qwen-3-Coder-30B,542,simple,correct,1.1961503745541895,49
Qwen-3-Coder-30B,542,simple,correct,1.196028744952671,50
Qwen-3-Coder-30B,695,simple,correct,1.5498272350747122,1
Qwen-3-Coder-30B,695,simple,correct,0.9445924527029306,2
Qwen-3-Coder-30B,695,simple,correct,1.012525798875525,3
Qwen-3-Coder-30B,695,simple,correct,1.4562117162925998,4
Qwen-3-Coder-30B,695,simple,correct,1.030133016274058,5
Qwen-3-Coder-30B,695,simple,correct,1.4269987582386092,6
Qwen-3-Coder-30B,695,simple,correct,1.4557333758280784,7
Qwen-3-Coder-30B,695,simple,correct,1.481664432056077,8
Qwen-3-Coder-30B,695,simple,correct,1.0873623296621244,9
Qwen-3-Coder-30B,695,simple,correct,1.4650297448147553,10
Qwen-3-Coder-30B,695,simple,correct,1.5296490422936644,11
Qwen-3-Coder-30B,695,simple,correct,1.4707609206200094,12
Qwen-3-Coder-30B,695,simple,correct,1.2186423292391046,13
Qwen-3-Coder-30B,695,simple,correct,1.455709536963341,14
Qwen-3-Coder-30B,695,simple,correct,1.4801979042684776,15
Qwen-3-Coder-30B,695,simple,correct,1.4434077452945377,16
Qwen-3-Coder-30B,695,simple,correct,1.4629138147786003,17
Qwen-3-Coder-30B,695,simple,correct,1.4489010989010989,18
Qwen-3-Coder-30B,695,simple,correct,1.4864839650145774,19
Qwen-3-Coder-30B,695,simple,correct,1.4489146231746983,20
Qwen-3-Coder-30B,695,simple,correct,1.4113371438858635,21
Qwen-3-Coder-30B,695,simple,correct,1.3805274638112235,22
Qwen-3-Coder-30B,695,simple,correct,1.2324300431811228,23
Qwen-3-Coder-30B,695,simple,correct,1.4563286108383597,24
Qwen-3-Coder-30B,695,simple,correct,1.675962784124367,25
Qwen-3-Coder-30B,695,simple,correct,1.4089925834363413,26
Qwen-3-Coder-30B,695,simple,correct,1.4790089151325692,27
Qwen-3-Coder-30B,695,simple,correct,1.4686310882800608,28
Qwen-3-Coder-30B,695,simple,correct,1.407173192700798,29
Qwen-3-Coder-30B,695,simple,correct,1.475684597145381,30
Qwen-3-Coder-30B,695,simple,correct,1.43142798513418,31
Qwen-3-Coder-30B,695,simple,correct,1.4169858227507894,32
Qwen-3-Coder-30B,695,simple,correct,1.4717936962750717,33
Qwen-3-Coder-30B,695,simple,correct,1.4691502023327778,34
Qwen-3-Coder-30B,695,simple,correct,1.4778302430035701,35
Qwen-3-Coder-30B,695,simple,correct,1.5843192820876137,36
Qwen-3-Coder-30B,695,simple,correct,1.2935972060535506,37
Qwen-3-Coder-30B,695,simple,correct,1.4263748986916753,38
Qwen-3-Coder-30B,695,simple,correct,0.9820534363972442,39
Qwen-3-Coder-30B,695,simple,correct,1.0208310847274689,40
Qwen-3-Coder-30B,695,simple,correct,1.0283781377959764,41
Qwen-3-Coder-30B,695,simple,correct,1.0132943551193707,42
Qwen-3-Coder-30B,695,simple,correct,1.062728759442411,43
Qwen-3-Coder-30B,695,simple,correct,1.0418393164900444,44
Qwen-3-Coder-30B,695,simple,correct,1.024156318219232,45
Qwen-3-Coder-30B,695,simple,correct,1.0250115437894414,46
Qwen-3-Coder-30B,695,simple,correct,1.064206453496861,47
Qwen-3-Coder-30B,695,simple,correct,1.0687059467597344,48
Qwen-3-Coder-30B,695,simple,correct,1.0358755735395064,49
Qwen-3-Coder-30B,695,simple,correct,1.0108292753833854,50
Qwen-3-Coder-30B,998,simple,semantic,,1
Qwen-3-Coder-30B,998,simple,semantic,,2
Qwen-3-Coder-30B,998,simple,semantic,,3
Qwen-3-Coder-30B,998,simple,semantic,,4
Qwen-3-Coder-30B,998,simple,semantic,,5
Qwen-3-Coder-30B,998,simple,semantic,,6
Qwen-3-Coder-30B,998,simple,semantic,,7
Qwen-3-Coder-30B,998,simple,semantic,,8
Qwen-3-Coder-30B,998,simple,semantic,,9
Qwen-3-Coder-30B,998,simple,semantic,,10
Qwen-3-Coder-30B,998,simple,semantic,,11
Qwen-3-Coder-30B,998,simple,semantic,,12
Qwen-3-Coder-30B,998,simple,semantic,,13
Qwen-3-Coder-30B,998,simple,semantic,,14
Qwen-3-Coder-30B,998,simple,semantic,,15
Qwen-3-Coder-30B,998,simple,semantic,,16
Qwen-3-Coder-30B,998,simple,semantic,,17
Qwen-3-Coder-30B,998,simple,semantic,,18
Qwen-3-Coder-30B,998,simple,semantic,,19
Qwen-3-Coder-30B,998,simple,semantic,,20
Qwen-3-Coder-30B,998,simple,semantic,,21
Qwen-3-Coder-30B,998,simple,semantic,,22
Qwen-3-Coder-30B,998,simple,semantic,,23
Qwen-3-Coder-30B,998,simple,semantic,,24
Qwen-3-Coder-30B,998,simple,semantic,,25
Qwen-3-Coder-30B,998,simple,semantic,,26
Qwen-3-Coder-30B,998,simple,semantic,,27
Qwen-3-Coder-30B,998,simple,semantic,,28
Qwen-3-Coder-30B,998,simple,semantic,,29
Qwen-3-Coder-30B,998,simple,semantic,,30
Qwen-3-Coder-30B,998,simple,semantic,,31
Qwen-3-Coder-30B,998,simple,semantic,,32
Qwen-3-Coder-30B,998,simple,semantic,,33
Qwen-3-Coder-30B,998,simple,semantic,,34
Qwen-3-Coder-30B,998,simple,semantic,,35
Qwen-3-Coder-30B,998,simple,semantic,,36
Qwen-3-Coder-30B,998,simple,semantic,,37
Qwen-3-Coder-30B,998,simple,semantic,,38
Qwen-3-Coder-30B,998,simple,semantic,,39
Qwen-3-Coder-30B,998,simple,semantic,,40
Qwen-3-Coder-30B,998,simple,semantic,,41
Qwen-3-Coder-30B,998,simple,semantic,,42
Qwen-3-Coder-30B,998,simple,semantic,,43
Qwen-3-Coder-30B,998,simple,semantic,,44
Qwen-3-Coder-30B,998,simple,semantic,,45
Qwen-3-Coder-30B,998,simple,semantic,,46
Qwen-3-Coder-30B,998,simple,semantic,,47
Qwen-3-Coder-30B,998,simple,semantic,,48
Qwen-3-Coder-30B,998,simple,semantic,,49
Qwen-3-Coder-30B,998,simple,semantic,,50
Qwen-3-Coder-30B,799,simple,semantic,,1
Qwen-3-Coder-30B,799,simple,correct,1.4802910855063676,2
Qwen-3-Coder-30B,799,simple,correct,1.562938816449348,3
Qwen-3-Coder-30B,799,simple,correct,1.3450015767896562,4
Qwen-3-Coder-30B,799,simple,correct,0.09584713768395099,5
Qwen-3-Coder-30B,799,simple,correct,1.2910521140609637,6
Qwen-3-Coder-30B,799,simple,correct,1.3213751868460388,7
Qwen-3-Coder-30B,799,simple,correct,1.3483386923901393,8
Qwen-3-Coder-30B,799,simple,correct,1.2460165710643722,9
Qwen-3-Coder-30B,799,simple,correct,1.8444816053511706,10
Qwen-3-Coder-30B,799,simple,correct,0.38881770529994175,11
Qwen-3-Coder-30B,799,simple,correct,1.3585250091274188,12
Qwen-3-Coder-30B,799,simple,correct,1.2342559165663858,13
Qwen-3-Coder-30B,799,simple,correct,0.9121601434120108,14
Qwen-3-Coder-30B,799,simple,correct,1.4205867475973697,15
Qwen-3-Coder-30B,799,simple,correct,1.4631857555341674,16
Qwen-3-Coder-30B,799,simple,correct,1.3637366678926075,17
Qwen-3-Coder-30B,799,simple,correct,1.3711416883599852,18
Qwen-3-Coder-30B,799,simple,correct,1.5779156327543424,19
Qwen-3-Coder-30B,799,simple,correct,1.1855631141345426,20
Qwen-3-Coder-30B,799,simple,correct,1.3031640912435614,21
Qwen-3-Coder-30B,799,simple,correct,1.263336566440349,22
Qwen-3-Coder-30B,799,simple,correct,1.4314745972738538,23
Qwen-3-Coder-30B,799,simple,correct,1.5700176366843033,24
Qwen-3-Coder-30B,799,simple,correct,1.33743961352657,25
Qwen-3-Coder-30B,799,simple,correct,1.4253132026983617,26
Qwen-3-Coder-30B,799,simple,correct,1.709621496677261,27
Qwen-3-Coder-30B,799,simple,correct,1.2935987903225807,28
Qwen-3-Coder-30B,799,simple,correct,1.4929678188319429,29
Qwen-3-Coder-30B,799,simple,correct,1.523439458510905,30
Qwen-3-Coder-30B,799,simple,correct,1.2784758816376165,31
Qwen-3-Coder-30B,799,simple,correct,1.274932614555256,32
Qwen-3-Coder-30B,799,simple,correct,1.23347022587269,33
Qwen-3-Coder-30B,799,simple,correct,1.4153155400349213,34
Qwen-3-Coder-30B,799,simple,correct,1.5730279898218829,35
Qwen-3-Coder-30B,799,simple,correct,1.5199459093982421,36
Qwen-3-Coder-30B,799,simple,correct,1.648628613787991,37
Qwen-3-Coder-30B,799,simple,correct,1.5199228791773778,38
Qwen-3-Coder-30B,799,simple,correct,1.6683785766691122,39
Qwen-3-Coder-30B,799,simple,correct,1.611295681063123,40
Qwen-3-Coder-30B,799,simple,correct,1.618279569892473,41
Qwen-3-Coder-30B,799,simple,correct,1.5891891891891892,42
Qwen-3-Coder-30B,799,simple,correct,1.267401392111369,43
Qwen-3-Coder-30B,799,simple,correct,1.6297653958944283,44
Qwen-3-Coder-30B,799,simple,correct,1.6150656530753282,45
Qwen-3-Coder-30B,799,simple,correct,1.2399571505088378,46
Qwen-3-Coder-30B,799,simple,correct,1.0845962451933953,47
Qwen-3-Coder-30B,799,simple,correct,1.5861234368697055,48
Qwen-3-Coder-30B,799,simple,correct,1.5393175074183976,49
Qwen-3-Coder-30B,799,simple,correct,1.459186189889026,50
Qwen-3-Coder-30B,1134,simple,correct,0.020177837218694757,1
Qwen-3-Coder-30B,1134,simple,correct,0.02611681419057762,2
Qwen-3-Coder-30B,1134,simple,correct,0.015547075623395013,3
Qwen-3-Coder-30B,1134,simple,correct,0.026316356011384236,4
Qwen-3-Coder-30B,1134,simple,correct,0.029219999313681754,5
Qwen-3-Coder-30B,1134,simple,correct,0.028254595169375663,6
Qwen-3-Coder-30B,1134,simple,correct,0.03890338391682543,7
Qwen-3-Coder-30B,1134,simple,correct,0.037094439240398534,8
Qwen-3-Coder-30B,1134,simple,correct,0.013317116295307758,9
Qwen-3-Coder-30B,1134,simple,correct,0.026460134465277566,10
Qwen-3-Coder-30B,1134,simple,correct,0.039229206579903544,11
Qwen-3-Coder-30B,1134,simple,correct,0.021212908642074018,12
Qwen-3-Coder-30B,1134,simple,correct,0.026882575004967216,13
Qwen-3-Coder-30B,1134,simple,correct,0.025878502399433866,14
Qwen-3-Coder-30B,1134,simple,correct,0.025961312386448648,15
Qwen-3-Coder-30B,1134,simple,correct,0.024807166704330808,16
Qwen-3-Coder-30B,1134,simple,correct,0.02527210746499867,17
Qwen-3-Coder-30B,1134,simple,correct,0.0251260309223987,18
Qwen-3-Coder-30B,1134,simple,correct,0.029201987104957194,19
Qwen-3-Coder-30B,1134,simple,correct,0.02801549061493959,20
Qwen-3-Coder-30B,1134,simple,correct,0.013952426947448866,21
Qwen-3-Coder-30B,1134,simple,correct,0.032604023652835795,22
Qwen-3-Coder-30B,1134,simple,correct,0.013077830409466215,23
Qwen-3-Coder-30B,1134,simple,correct,0.02850996750049658,24
Qwen-3-Coder-30B,1134,simple,correct,0.027566163009457283,25
Qwen-3-Coder-30B,1134,simple,correct,0.02705873757408275,26
Qwen-3-Coder-30B,1134,simple,correct,0.02611335227398253,27
Qwen-3-Coder-30B,1134,simple,correct,0.02694547876501379,28
Qwen-3-Coder-30B,1134,simple,correct,0.03060211157183177,29
Qwen-3-Coder-30B,1134,simple,correct,0.02446576187277973,30
Qwen-3-Coder-30B,1134,simple,correct,0.04174782995010594,31
Qwen-3-Coder-30B,1134,simple,correct,0.03668065678746733,32
Qwen-3-Coder-30B,1134,simple,correct,0.03165224457334521,33
Qwen-3-Coder-30B,1134,simple,correct,0.030237524171164733,34
Qwen-3-Coder-30B,1134,simple,correct,0.026507831958578514,35
Qwen-3-Coder-30B,1134,simple,correct,0.034909441961006524,36
Qwen-3-Coder-30B,1134,simple,correct,0.023872197512934557,37
Qwen-3-Coder-30B,1134,simple,correct,0.027009879452551438,38
Qwen-3-Coder-30B,1134,simple,correct,0.030676079472976042,39
Qwen-3-Coder-30B,1134,simple,correct,0.030509513695780692,40
Qwen-3-Coder-30B,1134,simple,correct,0.027024791949580417,41
Qwen-3-Coder-30B,1134,simple,correct,0.02682447338457159,42
Qwen-3-Coder-30B,1134,simple,correct,0.02785251031027823,43
Qwen-3-Coder-30B,1134,simple,correct,0.030892977427918588,44
Qwen-3-Coder-30B,1134,simple,correct,0.028942489277771325,45
Qwen-3-Coder-30B,1134,simple,correct,0.029476770903998074,46
Qwen-3-Coder-30B,1134,simple,correct,0.026603934620283837,47
Qwen-3-Coder-30B,1134,simple,correct,0.028899174185256907,48
Qwen-3-Coder-30B,1134,simple,correct,0.03152678149098026,49
Qwen-3-Coder-30B,1134,simple,correct,0.015387107223841918,50
Qwen-3-Coder-30B,223,simple,semantic,,1
Qwen-3-Coder-30B,223,simple,semantic,,2
Qwen-3-Coder-30B,223,simple,semantic,,3
Qwen-3-Coder-30B,223,simple,semantic,,4
Qwen-3-Coder-30B,223,simple,semantic,,5
Qwen-3-Coder-30B,223,simple,semantic,,6
Qwen-3-Coder-30B,223,simple,semantic,,7
Qwen-3-Coder-30B,223,simple,semantic,,8
Qwen-3-Coder-30B,223,simple,semantic,,9
Qwen-3-Coder-30B,223,simple,semantic,,10
Qwen-3-Coder-30B,223,simple,semantic,,11
Qwen-3-Coder-30B,223,simple,semantic,,12
Qwen-3-Coder-30B,223,simple,semantic,,13
Qwen-3-Coder-30B,223,simple,semantic,,14
Qwen-3-Coder-30B,223,simple,semantic,,15
Qwen-3-Coder-30B,223,simple,semantic,,16
Qwen-3-Coder-30B,223,simple,semantic,,17
Qwen-3-Coder-30B,223,simple,semantic,,18
Qwen-3-Coder-30B,223,simple,semantic,,19
Qwen-3-Coder-30B,223,simple,semantic,,20
Qwen-3-Coder-30B,223,simple,semantic,,21
Qwen-3-Coder-30B,223,simple,semantic,,22
Qwen-3-Coder-30B,223,simple,semantic,,23
Qwen-3-Coder-30B,223,simple,semantic,,24
Qwen-3-Coder-30B,223,simple,semantic,,25
Qwen-3-Coder-30B,223,simple,semantic,,26
Qwen-3-Coder-30B,223,simple,semantic,,27
Qwen-3-Coder-30B,223,simple,semantic,,28
Qwen-3-Coder-30B,223,simple,semantic,,29
Qwen-3-Coder-30B,223,simple,semantic,,30
Qwen-3-Coder-30B,223,simple,semantic,,31
Qwen-3-Coder-30B,223,simple,semantic,,32
Qwen-3-Coder-30B,223,simple,semantic,,33
Qwen-3-Coder-30B,223,simple,semantic,,34
Qwen-3-Coder-30B,223,simple,semantic,,35
Qwen-3-Coder-30B,223,simple,semantic,,36
Qwen-3-Coder-30B,223,simple,semantic,,37
Qwen-3-Coder-30B,223,simple,semantic,,38
Qwen-3-Coder-30B,223,simple,semantic,,39
Qwen-3-Coder-30B,223,simple,semantic,,40
Qwen-3-Coder-30B,223,simple,semantic,,41
Qwen-3-Coder-30B,223,simple,semantic,,42
Qwen-3-Coder-30B,223,simple,semantic,,43
Qwen-3-Coder-30B,223,simple,semantic,,44
Qwen-3-Coder-30B,223,simple,semantic,,45
Qwen-3-Coder-30B,223,simple,semantic,,46
Qwen-3-Coder-30B,223,simple,semantic,,47
Qwen-3-Coder-30B,223,simple,semantic,,48
Qwen-3-Coder-30B,223,simple,semantic,,49
Qwen-3-Coder-30B,223,simple,semantic,,50
Qwen-3-Coder-30B,69,simple,correct,11.642898123104663,1
Qwen-3-Coder-30B,69,simple,correct,0.9936567164179104,2
Qwen-3-Coder-30B,69,simple,correct,0.9598468772105022,3
Qwen-3-Coder-30B,69,simple,correct,0.9293746805247913,4
