model_name,question_id,difficulty,result,efficiency_score,repetition_number
Qwen-3-Coder-480B,554,simple,correct,0.9579323332337502,38
Qwen-3-Coder-480B,554,simple,correct,0.40323202442113876,39
Qwen-3-Coder-480B,554,simple,correct,0.4047234277091349,40
Qwen-3-Coder-480B,554,simple,correct,0.3892611258131517,41
Qwen-3-Coder-480B,554,simple,correct,0.9625589552613034,42
Qwen-3-Coder-480B,554,simple,correct,0.41136990872925483,43
Qwen-3-Coder-480B,554,simple,correct,0.387249674442491,44
Qwen-3-Coder-480B,554,simple,correct,0.3822097144698411,45
Qwen-3-Coder-480B,554,simple,correct,0.3919627935899263,46
Qwen-3-Coder-480B,554,simple,correct,0.38142697514430923,47
Qwen-3-Coder-480B,554,simple,correct,0.40285984459976687,48
Qwen-3-Coder-480B,554,simple,correct,0.338779734141791,49
Qwen-3-Coder-480B,554,simple,correct,0.9979748045725814,50
Qwen-3-Coder-480B,542,simple,correct,8.509909380222277,1
Qwen-3-Coder-480B,542,simple,correct,0.989525490009061,2
Qwen-3-Coder-480B,542,simple,correct,0.9965971457810605,3
Qwen-3-Coder-480B,542,simple,correct,1.000928220225103,4
Qwen-3-Coder-480B,542,simple,correct,1.006985852230934,5
Qwen-3-Coder-480B,542,simple,correct,1.0078432845706558,6
Qwen-3-Coder-480B,542,simple,correct,0.9798417844028984,7
Qwen-3-Coder-480B,542,simple,correct,1.0145194527601131,8
Qwen-3-Coder-480B,542,simple,correct,1.001986675268359,9
Qwen-3-Coder-480B,542,simple,correct,0.9629649829852799,10
Qwen-3-Coder-480B,542,simple,correct,0.9970908273903831,11
Qwen-3-Coder-480B,542,simple,correct,0.969422889452135,12
Qwen-3-Coder-480B,542,simple,correct,0.98237550862236,13
Qwen-3-Coder-480B,542,simple,correct,0.9941537067676628,14
Qwen-3-Coder-480B,542,simple,correct,0.9938084579024354,15
Qwen-3-Coder-480B,542,simple,correct,0.9931709718659922,16
Qwen-3-Coder-480B,542,simple,correct,0.9982441854547305,17
Qwen-3-Coder-480B,542,simple,correct,1.0078378696368342,18
Qwen-3-Coder-480B,542,simple,correct,0.9969453551487022,19
Qwen-3-Coder-480B,542,simple,correct,0.9780477761884039,20
Qwen-3-Coder-480B,542,simple,correct,0.9937443828824825,21
Qwen-3-Coder-480B,542,simple,correct,0.9838513190284451,22
Qwen-3-Coder-480B,542,simple,correct,0.9666080339559873,23
Qwen-3-Coder-480B,542,simple,correct,0.9869239738671574,24
Qwen-3-Coder-480B,542,simple,correct,1.0148385265239397,25
Qwen-3-Coder-480B,542,simple,correct,0.9832894544390814,26
Qwen-3-Coder-480B,542,simple,correct,0.9585792861017037,27
Qwen-3-Coder-480B,542,simple,correct,1.101196209700441,28
Qwen-3-Coder-480B,542,simple,correct,0.9683023020862269,29
Qwen-3-Coder-480B,542,simple,correct,0.8479656174373336,30
Qwen-3-Coder-480B,542,simple,correct,1.1229552503764872,31
Qwen-3-Coder-480B,542,simple,correct,1.100472685462711,32
Qwen-3-Coder-480B,542,simple,correct,1.1066625015863099,33
Qwen-3-Coder-480B,542,simple,correct,1.076920306612178,34
Qwen-3-Coder-480B,542,simple,correct,1.1738529121123333,35
Qwen-3-Coder-480B,542,simple,correct,1.1460203840259995,36
Qwen-3-Coder-480B,542,simple,correct,1.0656292208543974,37
Qwen-3-Coder-480B,542,simple,correct,1.1166850492526528,38
Qwen-3-Coder-480B,542,simple,correct,1.118577385050876,39
Qwen-3-Coder-480B,542,simple,correct,1.0732068612094139,40
Qwen-3-Coder-480B,542,simple,correct,1.040668048186845,41
Qwen-3-Coder-480B,542,simple,correct,1.2048724718264232,42
Qwen-3-Coder-480B,542,simple,correct,1.1044506305405677,43
Qwen-3-Coder-480B,542,simple,correct,1.062891093384329,44
Qwen-3-Coder-480B,542,simple,correct,1.1406490813288255,45
Qwen-3-Coder-480B,542,simple,correct,1.1488141252978634,46
Qwen-3-Coder-480B,542,simple,correct,1.0999878051658891,47
Qwen-3-Coder-480B,542,simple,correct,1.1456977808441526,48
Qwen-3-Coder-480B,542,simple,correct,1.1294898859097096,49
Qwen-3-Coder-480B,542,simple,correct,1.106820545841795,50
Qwen-3-Coder-480B,695,simple,correct,1.5336767575908865,1
Qwen-3-Coder-480B,695,simple,correct,1.3828016938692997,2
Qwen-3-Coder-480B,695,simple,correct,1.5065429234338747,3
Qwen-3-Coder-480B,695,simple,correct,1.3334902206882124,4
Qwen-3-Coder-480B,695,simple,correct,1.392065675421934,5
Qwen-3-Coder-480B,695,simple,correct,1.2059590827955513,6
Qwen-3-Coder-480B,695,simple,correct,1.4401144170354252,7
Qwen-3-Coder-480B,695,simple,correct,1.4999292185730464,8
Qwen-3-Coder-480B,695,simple,correct,1.57165728923654,9
Qwen-3-Coder-480B,695,simple,correct,1.4777595115077502,10
Qwen-3-Coder-480B,695,simple,correct,1.479264367816092,11
Qwen-3-Coder-480B,695,simple,correct,1.5689761487803073,12
Qwen-3-Coder-480B,695,simple,correct,1.5957339449541283,13
Qwen-3-Coder-480B,695,simple,correct,1.4888692661616396,14
Qwen-3-Coder-480B,695,simple,correct,1.50297578790748,15
Qwen-3-Coder-480B,695,simple,correct,1.5272535660016666,16
Qwen-3-Coder-480B,695,simple,correct,1.4924730676953475,17
Qwen-3-Coder-480B,695,simple,correct,1.5390566741237883,18
Qwen-3-Coder-480B,695,simple,correct,1.4729967403794293,19
Qwen-3-Coder-480B,695,simple,correct,1.5361972592859718,20
Qwen-3-Coder-480B,695,simple,correct,1.3918884175343875,21
Qwen-3-Coder-480B,695,simple,correct,1.3862562919928154,22
Qwen-3-Coder-480B,695,simple,correct,1.4624188708214112,23
Qwen-3-Coder-480B,695,simple,correct,1.4397177648799362,24
Qwen-3-Coder-480B,695,simple,correct,1.4759041716769956,25
Qwen-3-Coder-480B,695,simple,correct,1.329282735183564,26
Qwen-3-Coder-480B,695,simple,correct,1.4698806393820238,27
Qwen-3-Coder-480B,695,simple,correct,1.4750261475886113,28
Qwen-3-Coder-480B,695,simple,correct,1.4896218035622457,29
Qwen-3-Coder-480B,695,simple,correct,1.482760194418456,30
Qwen-3-Coder-480B,695,simple,correct,1.4503347549498464,31
Qwen-3-Coder-480B,695,simple,correct,1.5728513547160416,32
Qwen-3-Coder-480B,695,simple,correct,1.4119615602035047,33
Qwen-3-Coder-480B,695,simple,correct,1.5408329930583913,34
Qwen-3-Coder-480B,695,simple,correct,1.4827332166866194,35
Qwen-3-Coder-480B,695,simple,correct,1.4608352330145002,36
Qwen-3-Coder-480B,695,simple,correct,1.0500018685302142,37
Qwen-3-Coder-480B,695,simple,correct,1.4454940702465229,38
Qwen-3-Coder-480B,695,simple,correct,1.4951892836342457,39
Qwen-3-Coder-480B,695,simple,correct,1.3073220376279018,40
Qwen-3-Coder-480B,695,simple,correct,1.5815837104072399,41
Qwen-3-Coder-480B,695,simple,correct,1.5110864493918874,42
Qwen-3-Coder-480B,695,simple,correct,1.4525601333650868,43
Qwen-3-Coder-480B,695,simple,correct,1.4753318711762669,44
Qwen-3-Coder-480B,695,simple,correct,1.495157356869121,45
Qwen-3-Coder-480B,695,simple,correct,1.7683009054132153,46
Qwen-3-Coder-480B,695,simple,correct,1.5012705882352941,47
Qwen-3-Coder-480B,695,simple,correct,1.5430087069409315,48
Qwen-3-Coder-480B,695,simple,correct,1.589045461788877,49
Qwen-3-Coder-480B,695,simple,correct,1.5372783844076552,50
Qwen-3-Coder-480B,998,simple,semantic,,1
Qwen-3-Coder-480B,998,simple,semantic,,2
Qwen-3-Coder-480B,998,simple,semantic,,3
Qwen-3-Coder-480B,998,simple,semantic,,4
Qwen-3-Coder-480B,998,simple,semantic,,5
Qwen-3-Coder-480B,998,simple,semantic,,6
Qwen-3-Coder-480B,998,simple,semantic,,7
Qwen-3-Coder-480B,998,simple,semantic,,8
Qwen-3-Coder-480B,998,simple,semantic,,9
Qwen-3-Coder-480B,998,simple,semantic,,10
Qwen-3-Coder-480B,998,simple,semantic,,11
Qwen-3-Coder-480B,998,simple,semantic,,12
Qwen-3-Coder-480B,998,simple,semantic,,13
Qwen-3-Coder-480B,998,simple,semantic,,14
Qwen-3-Coder-480B,998,simple,semantic,,15
Qwen-3-Coder-480B,998,simple,semantic,,16
Qwen-3-Coder-480B,998,simple,semantic,,17
Qwen-3-Coder-480B,998,simple,semantic,,18
Qwen-3-Coder-480B,998,simple,semantic,,19
Qwen-3-Coder-480B,998,simple,semantic,,20
Qwen-3-Coder-480B,998,simple,semantic,,21
Qwen-3-Coder-480B,998,simple,semantic,,22
Qwen-3-Coder-480B,998,simple,semantic,,23
Qwen-3-Coder-480B,998,simple,semantic,,24
Qwen-3-Coder-480B,998,simple,semantic,,25
Qwen-3-Coder-480B,998,simple,semantic,,26
Qwen-3-Coder-480B,998,simple,semantic,,27
Qwen-3-Coder-480B,998,simple,semantic,,28
Qwen-3-Coder-480B,998,simple,semantic,,29
Qwen-3-Coder-480B,998,simple,semantic,,30
Qwen-3-Coder-480B,998,simple,semantic,,31
Qwen-3-Coder-480B,998,simple,semantic,,32
Qwen-3-Coder-480B,998,simple,semantic,,33
Qwen-3-Coder-480B,998,simple,semantic,,34
Qwen-3-Coder-480B,998,simple,semantic,,35
Qwen-3-Coder-480B,998,simple,semantic,,36
Qwen-3-Coder-480B,998,simple,semantic,,37
Qwen-3-Coder-480B,998,simple,semantic,,38
Qwen-3-Coder-480B,998,simple,semantic,,39
Qwen-3-Coder-480B,998,simple,semantic,,40
Qwen-3-Coder-480B,998,simple,semantic,,41
Qwen-3-Coder-480B,998,simple,semantic,,42
Qwen-3-Coder-480B,998,simple,semantic,,43
Qwen-3-Coder-480B,998,simple,semantic,,44
Qwen-3-Coder-480B,998,simple,semantic,,45
Qwen-3-Coder-480B,998,simple,semantic,,46
Qwen-3-Coder-480B,998,simple,semantic,,47
Qwen-3-Coder-480B,998,simple,semantic,,48
Qwen-3-Coder-480B,998,simple,semantic,,49
Qwen-3-Coder-480B,998,simple,semantic,,50
Qwen-3-Coder-480B,799,simple,correct,0.5254130747126436,1
Qwen-3-Coder-480B,799,simple,correct,1.2401799100449775,2
Qwen-3-Coder-480B,799,simple,correct,1.5629763337344564,3
Qwen-3-Coder-480B,799,simple,correct,1.2792221517649545,4
Qwen-3-Coder-480B,799,simple,correct,1.5662680617837568,5
Qwen-3-Coder-480B,799,simple,correct,1.369760116307245,6
Qwen-3-Coder-480B,799,simple,correct,1.529368029739777,7
Qwen-3-Coder-480B,799,simple,correct,1.3061783756851022,8
Qwen-3-Coder-480B,799,simple,correct,1.3789964476021315,9
Qwen-3-Coder-480B,799,simple,correct,1.243771372740596,10
Qwen-3-Coder-480B,799,simple,correct,1.1913102511880516,11
Qwen-3-Coder-480B,799,simple,correct,1.3953257086026851,12
Qwen-3-Coder-480B,799,simple,correct,1.9270017681232634,13
Qwen-3-Coder-480B,799,simple,correct,1.3737769080234834,14
Qwen-3-Coder-480B,799,simple,correct,1.510414052697616,15
Qwen-3-Coder-480B,799,simple,correct,0.777719298245614,16
Qwen-3-Coder-480B,799,simple,correct,1.2363213038416763,17
Qwen-3-Coder-480B,799,simple,correct,1.7089796810137645,18
Qwen-3-Coder-480B,799,simple,correct,1.6643441381399575,19
Qwen-3-Coder-480B,799,simple,correct,1.4672943508424183,20
Qwen-3-Coder-480B,799,simple,correct,1.3153558052434458,21
Qwen-3-Coder-480B,799,simple,correct,1.4378818737270875,22
Qwen-3-Coder-480B,799,simple,correct,1.2793542074363993,23
Qwen-3-Coder-480B,799,simple,correct,1.3349080059671805,24
Qwen-3-Coder-480B,799,simple,correct,1.4307881773399014,25
Qwen-3-Coder-480B,799,simple,correct,1.345498199279712,26
Qwen-3-Coder-480B,799,simple,correct,1.321153368133234,27
Qwen-3-Coder-480B,799,simple,correct,1.4979879275653925,28
Qwen-3-Coder-480B,799,simple,correct,1.3731865932966483,29
Qwen-3-Coder-480B,799,simple,correct,1.8413054309915295,30
Qwen-3-Coder-480B,799,simple,correct,1.2192372271527945,31
Qwen-3-Coder-480B,799,simple,correct,1.3592352759790318,32
Qwen-3-Coder-480B,799,simple,correct,1.0507955936352509,33
Qwen-3-Coder-480B,799,simple,correct,1.9788319306299413,34
Qwen-3-Coder-480B,799,simple,correct,1.536639526276832,35
Qwen-3-Coder-480B,799,simple,correct,1.4132272501243162,36
Qwen-3-Coder-480B,799,simple,correct,1.3705161854768153,37
Qwen-3-Coder-480B,799,simple,correct,1.692457315755349,38
Qwen-3-Coder-480B,799,simple,correct,0.9047415634344297,39
Qwen-3-Coder-480B,799,simple,correct,1.3807763401109057,40
Qwen-3-Coder-480B,799,simple,correct,1.3846641318124209,41
Qwen-3-Coder-480B,799,simple,correct,1.640171858216971,42
Qwen-3-Coder-480B,799,simple,correct,1.4158878504672898,43
Qwen-3-Coder-480B,799,simple,correct,1.657514450867052,44
Qwen-3-Coder-480B,799,simple,correct,1.3856893542757418,45
Qwen-3-Coder-480B,799,simple,correct,1.5147710487444608,46
Qwen-3-Coder-480B,799,simple,correct,1.6970830216903516,47
Qwen-3-Coder-480B,799,simple,correct,1.6117886178861789,48
Qwen-3-Coder-480B,799,simple,correct,1.7617302052785924,49
Qwen-3-Coder-480B,799,simple,correct,1.5656836461126005,50
Qwen-3-Coder-480B,1134,simple,correct,0.014200551983662033,1
Qwen-3-Coder-480B,1134,simple,correct,0.015209022098486166,2
Qwen-3-Coder-480B,1134,simple,correct,0.014366081151994944,3
Qwen-3-Coder-480B,1134,simple,correct,0.015268933174180961,4
Qwen-3-Coder-480B,1134,simple,correct,0.015373480185603914,5
Qwen-3-Coder-480B,1134,simple,correct,0.01385050886297769,6
Qwen-3-Coder-480B,1134,simple,correct,0.014487048700434667,7
Qwen-3-Coder-480B,1134,simple,correct,0.0141150116291695,8
Qwen-3-Coder-480B,1134,simple,correct,0.014328808446455505,9
Qwen-3-Coder-480B,1134,simple,correct,0.01474533277369199,10
Qwen-3-Coder-480B,1134,simple,correct,0.014059694028323976,11
Qwen-3-Coder-480B,1134,simple,correct,0.014972109099620136,12
Qwen-3-Coder-480B,1134,simple,correct,0.01471976771475197,13
Qwen-3-Coder-480B,1134,simple,correct,0.013069559097865306,14
Qwen-3-Coder-480B,1134,simple,correct,0.01534287850297909,15
Qwen-3-Coder-480B,1134,simple,correct,0.01474056603773585,16
Qwen-3-Coder-480B,1134,simple,correct,0.015344638336954817,17
Qwen-3-Coder-480B,1134,simple,correct,0.016234853246089597,18
Qwen-3-Coder-480B,1134,simple,correct,0.013696488495061335,19
Qwen-3-Coder-480B,1134,simple,correct,0.014755420329308955,20
Qwen-3-Coder-480B,1134,simple,correct,0.015693083723920413,21
Qwen-3-Coder-480B,1134,simple,correct,0.013974480904657976,22
Qwen-3-Coder-480B,1134,simple,correct,0.014656937311998902,23
Qwen-3-Coder-480B,1134,simple,correct,0.013918469632178439,24
Qwen-3-Coder-480B,1134,simple,correct,0.014517334559880411,25
Qwen-3-Coder-480B,1134,simple,correct,0.01447326359417542,26
Qwen-3-Coder-480B,1134,simple,correct,0.013398121216885465,27
Qwen-3-Coder-480B,1134,simple,correct,0.009152068008171756,28
Qwen-3-Coder-480B,1134,simple,correct,0.00997947372360837,29
Qwen-3-Coder-480B,1134,simple,correct,0.013389730495828117,30
Qwen-3-Coder-480B,1134,simple,correct,0.015751465548979073,31
Qwen-3-Coder-480B,1134,simple,correct,0.018345815081720125,32
Qwen-3-Coder-480B,1134,simple,correct,0.015125092415443396,33
Qwen-3-Coder-480B,1134,simple,correct,0.014427889651961356,34
Qwen-3-Coder-480B,1134,simple,correct,0.015437440992671851,35
Qwen-3-Coder-480B,1134,simple,correct,0.014975361654701086,36
Qwen-3-Coder-480B,1134,simple,correct,0.014343776460626588,37
Qwen-3-Coder-480B,1134,simple,correct,0.017473228874025838,38
Qwen-3-Coder-480B,1134,simple,correct,0.014641974440969416,39
Qwen-3-Coder-480B,1134,simple,correct,0.014355015509480607,40
Qwen-3-Coder-480B,1134,simple,correct,0.013858708519896243,41
Qwen-3-Coder-480B,1134,simple,correct,0.014393818299486548,42
Qwen-3-Coder-480B,1134,simple,correct,0.0136032423576079,43
Qwen-3-Coder-480B,1134,simple,correct,0.013287022884670117,44
Qwen-3-Coder-480B,1134,simple,correct,0.014744287575653311,45
Qwen-3-Coder-480B,1134,simple,correct,0.014346150116369279,46
Qwen-3-Coder-480B,1134,simple,correct,0.013850952758068948,47
Qwen-3-Coder-480B,1134,simple,correct,0.013354338889641775,48
Qwen-3-Coder-480B,1134,simple,correct,0.01516058478185795,49
Qwen-3-Coder-480B,1134,simple,correct,0.014424255935793112,50
Qwen-3-Coder-480B,223,simple,semantic,,1
Qwen-3-Coder-480B,223,simple,semantic,,2
Qwen-3-Coder-480B,223,simple,semantic,,3
Qwen-3-Coder-480B,223,simple,semantic,,4
Qwen-3-Coder-480B,223,simple,semantic,,5
Qwen-3-Coder-480B,223,simple,semantic,,6
Qwen-3-Coder-480B,223,simple,semantic,,7
Qwen-3-Coder-480B,223,simple,semantic,,8
Qwen-3-Coder-480B,223,simple,semantic,,9
Qwen-3-Coder-480B,223,simple,semantic,,10
Qwen-3-Coder-480B,223,simple,semantic,,11
Qwen-3-Coder-480B,223,simple,semantic,,12
Qwen-3-Coder-480B,223,simple,semantic,,13
Qwen-3-Coder-480B,223,simple,semantic,,14
Qwen-3-Coder-480B,223,simple,semantic,,15
Qwen-3-Coder-480B,223,simple,semantic,,16
Qwen-3-Coder-480B,223,simple,semantic,,17
Qwen-3-Coder-480B,223,simple,semantic,,18
Qwen-3-Coder-480B,223,simple,semantic,,19
Qwen-3-Coder-480B,223,simple,semantic,,20
Qwen-3-Coder-480B,223,simple,semantic,,21
Qwen-3-Coder-480B,223,simple,semantic,,22
Qwen-3-Coder-480B,223,simple,semantic,,23
Qwen-3-Coder-480B,223,simple,semantic,,24
Qwen-3-Coder-480B,223,simple,semantic,,25
Qwen-3-Coder-480B,223,simple,semantic,,26
Qwen-3-Coder-480B,223,simple,semantic,,27
Qwen-3-Coder-480B,223,simple,semantic,,28
Qwen-3-Coder-480B,223,simple,semantic,,29
Qwen-3-Coder-480B,223,simple,semantic,,30
Qwen-3-Coder-480B,223,simple,semantic,,31
Qwen-3-Coder-480B,223,simple,semantic,,32
Qwen-3-Coder-480B,223,simple,semantic,,33
Qwen-3-Coder-480B,223,simple,semantic,,34
Qwen-3-Coder-480B,223,simple,semantic,,35
Qwen-3-Coder-480B,223,simple,semantic,,36
Qwen-3-Coder-480B,223,simple,semantic,,37
Qwen-3-Coder-480B,223,simple,semantic,,38
Qwen-3-Coder-480B,223,simple,semantic,,39
Qwen-3-Coder-480B,223,simple,semantic,,40
Qwen-3-Coder-480B,223,simple,semantic,,41
Qwen-3-Coder-480B,223,simple,semantic,,42
