model_name,question_id,difficulty,result,efficiency_score,repetition_number
Qwen-3-235B,695,simple,correct,1.5689556313993174,19
Qwen-3-235B,695,simple,correct,1.0420468820364532,20
Qwen-3-235B,695,simple,correct,0.6949085431461157,21
Qwen-3-235B,695,simple,correct,0.8607403428673739,22
Qwen-3-235B,695,simple,correct,1.0859741349523668,23
Qwen-3-235B,695,simple,correct,0.8576672225127532,24
Qwen-3-235B,695,simple,correct,1.1799815285153543,25
Qwen-3-235B,695,simple,correct,0.866228949478749,26
Qwen-3-235B,695,simple,correct,1.581199194302568,27
Qwen-3-235B,695,simple,correct,1.0073712295934518,28
Qwen-3-235B,695,simple,correct,1.0276482437018846,29
Qwen-3-235B,695,simple,correct,1.3571698113207546,30
Qwen-3-235B,695,simple,correct,1.1842955321892406,31
Qwen-3-235B,695,simple,correct,1.1196491053924609,32
Qwen-3-235B,695,simple,correct,0.9568889107740792,33
Qwen-3-235B,695,simple,correct,1.3089509862522415,34
Qwen-3-235B,695,simple,correct,1.0678044458142313,35
Qwen-3-235B,695,simple,correct,1.7492257664911737,36
Qwen-3-235B,695,simple,correct,1.4227648441647076,37
Qwen-3-235B,695,simple,correct,1.1118389013343724,38
Qwen-3-235B,695,simple,correct,1.1036985397552566,39
Qwen-3-235B,695,simple,correct,1.273615674672939,40
Qwen-3-235B,695,simple,correct,1.2873289769246476,41
Qwen-3-235B,695,simple,correct,1.0025625862408831,42
Qwen-3-235B,695,simple,correct,0.9719366154590541,43
Qwen-3-235B,695,simple,correct,0.9068547346693042,44
Qwen-3-235B,695,simple,correct,1.0982182338405515,45
Qwen-3-235B,695,simple,correct,1.2956812939443627,46
Qwen-3-235B,695,simple,correct,1.1117687116944222,47
Qwen-3-235B,695,simple,correct,1.3628718010441272,48
Qwen-3-235B,695,simple,correct,1.1493386063002864,49
Qwen-3-235B,695,simple,correct,1.1558416517108914,50
Qwen-3-235B,998,simple,semantic,,1
Qwen-3-235B,998,simple,semantic,,2
Qwen-3-235B,998,simple,semantic,,3
Qwen-3-235B,998,simple,semantic,,4
Qwen-3-235B,998,simple,semantic,,5
Qwen-3-235B,998,simple,semantic,,6
Qwen-3-235B,998,simple,semantic,,7
Qwen-3-235B,998,simple,semantic,,8
Qwen-3-235B,998,simple,semantic,,9
Qwen-3-235B,998,simple,semantic,,10
Qwen-3-235B,998,simple,semantic,,11
Qwen-3-235B,998,simple,semantic,,12
Qwen-3-235B,998,simple,semantic,,13
Qwen-3-235B,998,simple,semantic,,14
Qwen-3-235B,998,simple,semantic,,15
Qwen-3-235B,998,simple,semantic,,16
Qwen-3-235B,998,simple,semantic,,17
Qwen-3-235B,998,simple,semantic,,18
Qwen-3-235B,998,simple,semantic,,19
Qwen-3-235B,998,simple,semantic,,20
Qwen-3-235B,998,simple,semantic,,21
Qwen-3-235B,998,simple,semantic,,22
Qwen-3-235B,998,simple,semantic,,23
Qwen-3-235B,998,simple,semantic,,24
Qwen-3-235B,998,simple,semantic,,25
Qwen-3-235B,998,simple,semantic,,26
Qwen-3-235B,998,simple,semantic,,27
Qwen-3-235B,998,simple,semantic,,28
Qwen-3-235B,998,simple,semantic,,29
Qwen-3-235B,998,simple,semantic,,30
Qwen-3-235B,998,simple,semantic,,31
Qwen-3-235B,998,simple,semantic,,32
Qwen-3-235B,998,simple,semantic,,33
Qwen-3-235B,998,simple,semantic,,34
Qwen-3-235B,998,simple,semantic,,35
Qwen-3-235B,998,simple,semantic,,36
Qwen-3-235B,998,simple,semantic,,37
Qwen-3-235B,998,simple,semantic,,38
Qwen-3-235B,998,simple,semantic,,39
Qwen-3-235B,998,simple,semantic,,40
Qwen-3-235B,998,simple,semantic,,41
Qwen-3-235B,998,simple,semantic,,42
Qwen-3-235B,998,simple,semantic,,43
Qwen-3-235B,998,simple,semantic,,44
Qwen-3-235B,998,simple,semantic,,45
Qwen-3-235B,998,simple,semantic,,46
Qwen-3-235B,998,simple,semantic,,47
Qwen-3-235B,998,simple,semantic,,48
Qwen-3-235B,998,simple,semantic,,49
Qwen-3-235B,998,simple,semantic,,50
Qwen-3-235B,799,simple,correct,11.661666666666667,1
Qwen-3-235B,799,simple,correct,1.2036544850498339,2
Qwen-3-235B,799,simple,correct,1.271067415730337,3
Qwen-3-235B,799,simple,correct,1.4256279988710132,4
Qwen-3-235B,799,simple,correct,1.279349186483104,5
Qwen-3-235B,799,simple,correct,1.4114735002912056,6
Qwen-3-235B,799,simple,correct,0.977605360606595,7
Qwen-3-235B,799,simple,correct,1.226252983293556,8
Qwen-3-235B,799,simple,correct,1.6929993577392421,9
Qwen-3-235B,799,simple,correct,1.3433242506811989,10
Qwen-3-235B,799,simple,correct,1.1347531096871466,11
Qwen-3-235B,799,simple,correct,1.269716531013191,12
Qwen-3-235B,799,simple,correct,1.4563169860344267,13
Qwen-3-235B,799,simple,correct,1.4741924741924741,14
Qwen-3-235B,799,simple,correct,1.4590395480225988,15
Qwen-3-235B,799,simple,correct,1.389013094857873,16
Qwen-3-235B,799,simple,correct,1.4787816563997263,17
Qwen-3-235B,799,simple,correct,1.4972144846796658,18
Qwen-3-235B,799,simple,correct,1.4749058971141782,19
Qwen-3-235B,799,simple,correct,1.4892150988615938,20
Qwen-3-235B,799,simple,correct,1.156336909018673,21
Qwen-3-235B,799,simple,correct,0.9910488093227495,22
Qwen-3-235B,799,simple,correct,1.469548133595285,23
Qwen-3-235B,799,simple,correct,1.318785019168387,24
Qwen-3-235B,799,simple,correct,1.236180904522613,25
Qwen-3-235B,799,simple,correct,1.3142857142857143,26
Qwen-3-235B,799,simple,correct,1.4229781771501926,27
Qwen-3-235B,799,simple,correct,1.3011143410852712,28
Qwen-3-235B,799,simple,correct,0.9940929878048781,29
Qwen-3-235B,799,simple,correct,1.1670286707211122,30
Qwen-3-235B,799,simple,correct,1.406311992786294,31
Qwen-3-235B,799,simple,correct,0.9278616120721384,32
Qwen-3-235B,799,simple,correct,1.358776993799444,33
Qwen-3-235B,799,simple,correct,1.5088591855766242,34
Qwen-3-235B,799,simple,correct,1.391714960291908,35
Qwen-3-235B,799,simple,correct,1.3799906059182714,36
Qwen-3-235B,799,simple,correct,1.4466684224387674,37
Qwen-3-235B,799,simple,correct,1.5618292113859076,38
Qwen-3-235B,799,simple,correct,1.455263719837711,39
Qwen-3-235B,799,simple,correct,1.5055266579973992,40
Qwen-3-235B,799,simple,correct,1.700839593460009,41
Qwen-3-235B,799,simple,correct,1.435965494359655,42
Qwen-3-235B,799,simple,correct,1.4530026109660574,43
Qwen-3-235B,799,simple,correct,1.1188666205943332,44
Qwen-3-235B,799,simple,correct,1.061036299765808,45
Qwen-3-235B,799,simple,correct,1.3447887323943661,46
Qwen-3-235B,799,simple,correct,1.4282713085234093,47
Qwen-3-235B,799,simple,correct,1.4118659987476518,48
Qwen-3-235B,799,simple,correct,1.487874251497006,49
Qwen-3-235B,799,simple,correct,1.4888822115384615,50
Qwen-3-235B,1134,simple,correct,0.06485912026027,1
Qwen-3-235B,1134,simple,correct,0.00841684827370063,2
Qwen-3-235B,1134,simple,correct,0.013952594798395812,3
Qwen-3-235B,1134,simple,correct,0.009627347800495553,4
Qwen-3-235B,1134,simple,correct,0.009215672715435747,5
Qwen-3-235B,1134,simple,correct,0.009249714952879616,6
Qwen-3-235B,1134,simple,correct,0.009529367086262631,7
Qwen-3-235B,1134,simple,correct,0.00946711611561357,8
Qwen-3-235B,1134,simple,correct,0.013632500674558233,9
Qwen-3-235B,1134,simple,correct,0.010614899110643589,10
Qwen-3-235B,1134,simple,correct,0.010528962094619131,11
Qwen-3-235B,1134,simple,correct,0.019593952838196455,12
Qwen-3-235B,1134,simple,correct,0.01018953355660748,13
Qwen-3-235B,1134,simple,correct,0.009277237204014438,14
Qwen-3-235B,1134,simple,correct,0.02118506416705828,15
Qwen-3-235B,1134,simple,correct,0.01012331349000051,16
Qwen-3-235B,1134,simple,correct,0.011651636985226144,17
Qwen-3-235B,1134,simple,correct,0.01255078191242286,18
Qwen-3-235B,1134,simple,correct,0.011271706665465953,19
Qwen-3-235B,1134,simple,correct,0.010934160918334667,20
Qwen-3-235B,1134,simple,correct,0.012716355264820248,21
Qwen-3-235B,1134,simple,correct,0.008960056536694766,22
Qwen-3-235B,1134,simple,correct,0.011828527320318935,23
Qwen-3-235B,1134,simple,correct,0.009951556507411185,24
Qwen-3-235B,1134,simple,correct,0.009337045812955915,25
Qwen-3-235B,1134,simple,correct,0.00921515239630971,26
Qwen-3-235B,1134,simple,correct,0.007840400391792937,27
Qwen-3-235B,1134,simple,correct,0.01088655103397765,28
Qwen-3-235B,1134,simple,correct,0.009283586120602861,29
Qwen-3-235B,1134,simple,correct,0.012697221151440145,30
Qwen-3-235B,1134,simple,correct,0.009583214167358965,31
Qwen-3-235B,1134,simple,correct,0.012972964977062481,32
Qwen-3-235B,1134,simple,correct,0.009427782138199977,33
Qwen-3-235B,1134,simple,correct,0.0103624000762022,34
Qwen-3-235B,1134,simple,correct,0.014813434979483332,35
Qwen-3-235B,1134,simple,correct,0.010560279899811236,36
Qwen-3-235B,1134,simple,correct,0.00858281555923877,37
Qwen-3-235B,1134,simple,correct,0.009629185699249105,38
Qwen-3-235B,1134,simple,correct,0.006416848543138633,39
Qwen-3-235B,1134,simple,correct,0.00640448884949731,40
Qwen-3-235B,1134,simple,correct,0.01137702474800957,41
Qwen-3-235B,1134,simple,correct,0.0156831865085224,42
Qwen-3-235B,1134,simple,correct,0.008943727368928754,43
Qwen-3-235B,1134,simple,correct,0.007550566323172588,44
Qwen-3-235B,1134,simple,correct,0.00926128364830852,45
Qwen-3-235B,1134,simple,correct,0.01799789133817238,46
Qwen-3-235B,1134,simple,correct,0.01366025144655351,47
Qwen-3-235B,1134,simple,correct,0.00880887820954208,48
Qwen-3-235B,1134,simple,correct,0.01200529232002144,49
Qwen-3-235B,1134,simple,correct,0.014097520229835401,50
Qwen-3-235B,223,simple,semantic,,1
Qwen-3-235B,223,simple,semantic,,2
Qwen-3-235B,223,simple,semantic,,3
Qwen-3-235B,223,simple,semantic,,4
Qwen-3-235B,223,simple,semantic,,5
Qwen-3-235B,223,simple,semantic,,6
Qwen-3-235B,223,simple,semantic,,7
Qwen-3-235B,223,simple,semantic,,8
Qwen-3-235B,223,simple,semantic,,9
Qwen-3-235B,223,simple,semantic,,10
Qwen-3-235B,223,simple,semantic,,11
Qwen-3-235B,223,simple,semantic,,12
Qwen-3-235B,223,simple,semantic,,13
Qwen-3-235B,223,simple,semantic,,14
Qwen-3-235B,223,simple,semantic,,15
Qwen-3-235B,223,simple,semantic,,16
Qwen-3-235B,223,simple,semantic,,17
Qwen-3-235B,223,simple,semantic,,18
Qwen-3-235B,223,simple,semantic,,19
Qwen-3-235B,223,simple,semantic,,20
Qwen-3-235B,223,simple,semantic,,21
Qwen-3-235B,223,simple,semantic,,22
Qwen-3-235B,223,simple,semantic,,23
Qwen-3-235B,223,simple,semantic,,24
Qwen-3-235B,223,simple,semantic,,25
Qwen-3-235B,223,simple,semantic,,26
Qwen-3-235B,223,simple,semantic,,27
Qwen-3-235B,223,simple,semantic,,28
Qwen-3-235B,223,simple,semantic,,29
Qwen-3-235B,223,simple,semantic,,30
Qwen-3-235B,223,simple,semantic,,31
Qwen-3-235B,223,simple,semantic,,32
Qwen-3-235B,223,simple,semantic,,33
Qwen-3-235B,223,simple,semantic,,34
Qwen-3-235B,223,simple,semantic,,35
Qwen-3-235B,223,simple,semantic,,36
Qwen-3-235B,223,simple,semantic,,37
Qwen-3-235B,223,simple,semantic,,38
Qwen-3-235B,223,simple,semantic,,39
Qwen-3-235B,223,simple,semantic,,40
Qwen-3-235B,223,simple,semantic,,41
Qwen-3-235B,223,simple,semantic,,42
Qwen-3-235B,223,simple,semantic,,43
Qwen-3-235B,223,simple,semantic,,44
Qwen-3-235B,223,simple,semantic,,45
Qwen-3-235B,223,simple,semantic,,46
Qwen-3-235B,223,simple,semantic,,47
Qwen-3-235B,223,simple,semantic,,48
Qwen-3-235B,223,simple,semantic,,49
Qwen-3-235B,223,simple,semantic,,50
Qwen-3-235B,69,simple,correct,3.469089678334787,1
Qwen-3-235B,69,simple,correct,1.007159758235561,2
Qwen-3-235B,69,simple,correct,0.8597524919749958,3
Qwen-3-235B,69,simple,correct,0.885676841448984,4
Qwen-3-235B,69,simple,correct,1.1398574261979362,5
Qwen-3-235B,69,simple,correct,1.0709562973713918,6
Qwen-3-235B,69,simple,correct,1.0270727790985699,7
Qwen-3-235B,69,simple,correct,0.9850423145050187,8
Qwen-3-235B,69,simple,correct,1.0340324732762627,9
Qwen-3-235B,69,simple,correct,0.9941373778620388,10
Qwen-3-235B,69,simple,correct,1.016446042469486,11
Qwen-3-235B,69,simple,correct,0.9543067433241222,12
Qwen-3-235B,69,simple,correct,1.0253015686336835,13
Qwen-3-235B,69,simple,correct,1.0073052184289415,14
Qwen-3-235B,69,simple,correct,0.9908658157985513,15
Qwen-3-235B,69,simple,correct,1.0202078801063572,16
Qwen-3-235B,69,simple,correct,0.9621417519553707,17
Qwen-3-235B,69,simple,correct,0.9594957255708256,18
Qwen-3-235B,69,simple,correct,0.8891963126630912,19
Qwen-3-235B,69,simple,correct,1.0727188141683779,20
Qwen-3-235B,69,simple,correct,1.0386181098030587,21
Qwen-3-235B,69,simple,correct,1.0305059082002257,22
Qwen-3-235B,69,simple,correct,0.9734149388749189,23
Qwen-3-235B,69,simple,correct,1.1248449718664735,24
Qwen-3-235B,69,simple,correct,0.9410241577831033,25
Qwen-3-235B,69,simple,correct,1.008886655885447,26
Qwen-3-235B,69,simple,correct,1.8497496851868915,27
Qwen-3-235B,69,simple,correct,1.6619328840408532,28
Qwen-3-235B,69,simple,correct,1.0289573545355981,29
Qwen-3-235B,69,simple,correct,1.0338229456133385,30
Qwen-3-235B,69,simple,correct,0.9735459662288931,31
Qwen-3-235B,69,simple,correct,0.5436892399927129,32
Qwen-3-235B,69,simple,correct,0.974921723572387,33
Qwen-3-235B,69,simple,correct,0.9520728526842338,34
Qwen-3-235B,69,simple,correct,0.9819757273127813,35
Qwen-3-235B,69,simple,correct,1.6943506783007451,36
Qwen-3-235B,69,simple,correct,0.7711206480856398,37
Qwen-3-235B,69,simple,correct,1.0564906855165304,38
Qwen-3-235B,69,simple,correct,0.9827757181869499,39
Qwen-3-235B,69,simple,correct,0.95104866736082,40
Qwen-3-235B,69,simple,correct,0.9939181663637963,41
Qwen-3-235B,69,simple,correct,0.9949147472330242,42
Qwen-3-235B,69,simple,correct,1.0324374275600665,43
Qwen-3-235B,69,simple,correct,1.046376811594203,44
Qwen-3-235B,69,simple,correct,1.0612313730299872,45
Qwen-3-235B,69,simple,correct,1.010283872802237,46
Qwen-3-235B,69,simple,correct,0.9760408661452918,47
Qwen-3-235B,69,simple,correct,0.7954039085874339,48
Qwen-3-235B,69,simple,correct,1.0269997218033002,49
Qwen-3-235B,69,simple,correct,1.1182705333400231,50
Qwen-3-235B,202,simple,correct,9.970897694201925,1
Qwen-3-235B,202,simple,correct,0.7959312839059675,2
Qwen-3-235B,202,simple,correct,1.3424482196881544,3
Qwen-3-235B,202,simple,correct,1.3163876328974704,4
Qwen-3-235B,202,simple,correct,0.9047787610619469,5
